Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day,Time Slot
5024,City,128.0,Trip Completed,2016-07-14 19:09:39,2016-07-14 20:20:11,19,Thursday,Evening
5799,Airport,128.0,Trip Completed,2016-07-15 08:41:47,2016-07-15 09:11:50,8,Friday,Early Morning
6676,Airport,128.0,Trip Completed,2016-07-15 22:25:17,2016-07-15 23:43:26,22,Friday,Night
343,City,129.0,Trip Completed,2016-07-11 07:57:00,2016-07-11 08:55:00,7,Monday,Early Morning
1002,Airport,129.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 20:01:00,19,Monday,Evening
1571,Airport,129.0,Trip Completed,2016-07-12 06:28:00,2016-07-12 07:41:00,6,Tuesday,Early Morning
1954,Airport,129.0,Trip Completed,2016-07-12 11:43:00,2016-07-12 12:08:00,11,Tuesday,Day
3436,Airport,129.0,Trip Completed,2016-07-13 16:11:34,2016-07-13 17:07:29,16,Wednesday,Day
5193,Airport,129.0,Trip Completed,2016-07-14 20:45:13,2016-07-14 21:30:32,20,Thursday,Evening
5555,City,129.0,Trip Completed,2016-07-15 05:44:27,2016-07-15 06:28:13,5,Friday,Early Morning
5674,Airport,129.0,Trip Completed,2016-07-15 07:06:23,2016-07-15 07:47:08,7,Friday,Early Morning
6596,City,129.0,Trip Completed,2016-07-15 21:33:21,2016-07-15 22:22:03,21,Friday,Evening
123,City,130.0,Trip Completed,2016-07-11 05:12:00,2016-07-11 06:14:00,5,Monday,Early Morning
479,Airport,130.0,Trip Completed,2016-07-11 09:27:00,2016-07-11 10:44:00,9,Monday,Early Morning
657,City,130.0,Trip Completed,2016-07-11 12:55:00,2016-07-11 13:46:00,12,Monday,Day
975,Airport,130.0,Trip Completed,2016-07-11 18:54:00,2016-07-11 20:05:00,18,Monday,Evening
1307,Airport,130.0,Trip Completed,2016-07-11 22:42:00,2016-07-11 23:07:00,22,Monday,Night
1672,City,130.0,Trip Completed,2016-07-12 07:37:00,2016-07-12 08:13:00,7,Tuesday,Early Morning
1942,Airport,130.0,Trip Completed,2016-07-12 11:26:00,2016-07-12 12:27:00,11,Tuesday,Day
3382,City,130.0,Trip Completed,2016-07-13 14:24:58,2016-07-13 15:19:21,14,Wednesday,Day
4284,Airport,130.0,Trip Completed,2016-07-14 06:33:45,2016-07-14 07:10:54,6,Thursday,Early Morning
6734,Airport,130.0,Trip Completed,2016-07-15 23:37:11,2016-07-16 00:25:19,23,Friday,Night
281,City,131.0,Trip Completed,2016-07-11 07:01:00,2016-07-11 08:10:00,7,Monday,Early Morning
1902,City,131.0,Trip Completed,2016-07-12 10:34:00,2016-07-12 11:46:00,10,Tuesday,Day
2691,Airport,131.0,Trip Completed,2016-07-13 00:44:02,2016-07-13 01:41:13,0,Wednesday,Late Night
4430,City,131.0,Trip Completed,2016-07-14 08:21:08,2016-07-14 08:58:13,8,Thursday,Early Morning
4779,City,131.0,Trip Completed,2016-07-14 16:31:49,2016-07-14 16:59:30,16,Thursday,Day
5097,City,131.0,Trip Completed,2016-07-14 19:52:18,2016-07-14 20:49:31,19,Thursday,Evening
405,City,132.0,Trip Completed,2016-07-11 08:29:00,2016-07-11 09:35:00,8,Monday,Early Morning
585,City,132.0,Trip Completed,2016-07-11 11:16:00,2016-07-11 11:57:00,11,Monday,Day
729,Airport,132.0,Trip Completed,2016-07-11 15:14:00,2016-07-11 15:50:00,15,Monday,Day
1046,Airport,132.0,Trip Completed,2016-07-11 19:31:00,2016-07-11 20:12:00,19,Monday,Evening
1663,Airport,132.0,Trip Completed,2016-07-12 07:33:00,2016-07-12 08:21:00,7,Tuesday,Early Morning
4027,City,132.0,Trip Completed,2016-07-13 00:07:58,2016-07-13 01:25:16,0,Wednesday,Late Night
2876,City,132.0,Trip Completed,2016-07-13 05:49:57,2016-07-13 06:27:39,5,Wednesday,Early Morning
3767,Airport,132.0,Trip Completed,2016-07-13 20:35:07,2016-07-13 21:09:11,20,Wednesday,Evening
5948,City,132.0,Trip Completed,2016-07-15 10:36:47,2016-07-15 11:36:14,10,Friday,Day
6027,Airport,132.0,Trip Completed,2016-07-15 12:46:48,2016-07-15 13:36:00,12,Friday,Day
701,City,133.0,Trip Completed,2016-07-11 14:01:00,2016-07-11 15:00:00,14,Monday,Day
1529,City,133.0,Trip Completed,2016-07-12 05:56:00,2016-07-12 06:49:00,5,Tuesday,Early Morning
2060,Airport,133.0,Trip Completed,2016-07-12 15:04:00,2016-07-12 15:37:00,15,Tuesday,Day
2262,City,133.0,Trip Completed,2016-07-12 18:30:00,2016-07-12 18:59:00,18,Tuesday,Evening
4425,City,133.0,Trip Completed,2016-07-14 08:24:55,2016-07-14 08:58:52,8,Thursday,Early Morning
4710,City,133.0,Trip Completed,2016-07-14 13:26:42,2016-07-14 13:58:09,13,Thursday,Day
5732,Airport,133.0,Trip Completed,2016-07-15 07:47:52,2016-07-15 08:21:15,7,Friday,Early Morning
142,City,134.0,Trip Completed,2016-07-11 05:25:00,2016-07-11 06:19:00,5,Monday,Early Morning
430,City,134.0,Trip Completed,2016-07-11 08:49:00,2016-07-11 09:47:00,8,Monday,Early Morning
612,Airport,134.0,Trip Completed,2016-07-11 11:47:00,2016-07-11 12:37:00,11,Monday,Day
927,Airport,134.0,Trip Completed,2016-07-11 18:22:00,2016-07-11 18:59:00,18,Monday,Evening
1010,City,134.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 20:09:00,19,Monday,Evening
1845,Airport,134.0,Trip Completed,2016-07-12 09:41:00,2016-07-12 10:52:00,9,Tuesday,Early Morning
2234,Airport,134.0,Trip Completed,2016-07-12 18:19:00,2016-07-12 19:03:00,18,Tuesday,Evening
2633,Airport,134.0,Trip Completed,2016-07-12 22:18:00,2016-07-12 23:06:00,22,Tuesday,Night
4012,Airport,134.0,Trip Completed,2016-07-13 23:54:19,2016-07-14 00:37:22,23,Wednesday,Night
5039,City,134.0,Trip Completed,2016-07-14 19:20:34,2016-07-14 19:53:53,19,Thursday,Evening
6760,Airport,134.0,Trip Completed,2016-07-15 00:03:52,2016-07-15 00:47:44,0,Friday,Late Night
5681,City,134.0,Trip Completed,2016-07-15 07:17:21,2016-07-15 07:48:28,7,Friday,Early Morning
6253,Airport,134.0,Trip Completed,2016-07-15 18:01:55,2016-07-15 18:57:17,18,Friday,Evening
6558,Airport,134.0,Trip Completed,2016-07-15 21:05:27,2016-07-15 22:05:47,21,Friday,Evening
565,City,135.0,Trip Completed,2016-07-11 10:19:00,2016-07-11 11:26:00,10,Monday,Day
599,Airport,135.0,Trip Completed,2016-07-11 11:38:00,2016-07-11 12:45:00,11,Monday,Day
1772,Airport,135.0,Trip Completed,2016-07-12 08:54:00,2016-07-12 09:32:00,8,Tuesday,Early Morning
3357,Airport,135.0,Trip Completed,2016-07-13 13:27:44,2016-07-13 14:15:43,13,Wednesday,Day
4408,City,135.0,Trip Completed,2016-07-14 08:02:46,2016-07-14 08:40:21,8,Thursday,Early Morning
1363,Airport,136.0,Trip Completed,2016-07-11 00:00:00,2016-07-11 01:11:00,0,Monday,Late Night
625,Airport,136.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 13:15:00,12,Monday,Day
1636,Airport,136.0,Trip Completed,2016-07-12 07:17:00,2016-07-12 07:47:00,7,Tuesday,Early Morning
2253,Airport,136.0,Trip Completed,2016-07-12 18:22:00,2016-07-12 19:31:00,18,Tuesday,Evening
3471,Airport,136.0,Trip Completed,2016-07-13 17:13:14,2016-07-13 18:22:53,17,Wednesday,Evening
4402,City,136.0,Trip Completed,2016-07-14 08:04:44,2016-07-14 09:10:17,8,Thursday,Early Morning
458,Airport,137.0,Trip Completed,2016-07-11 09:12:00,2016-07-11 10:24:00,9,Monday,Early Morning
681,City,137.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:18:00,13,Monday,Day
1084,Airport,137.0,Trip Completed,2016-07-11 19:59:00,2016-07-11 20:33:00,19,Monday,Evening
1896,Airport,137.0,Trip Completed,2016-07-12 10:23:00,2016-07-12 11:25:00,10,Tuesday,Day
3132,Airport,137.0,Trip Completed,2016-07-13 08:43:36,2016-07-13 09:54:19,8,Wednesday,Early Morning
3940,City,137.0,Trip Completed,2016-07-13 22:23:42,2016-07-13 23:09:05,22,Wednesday,Night
4943,Airport,137.0,Trip Completed,2016-07-14 18:27:08,2016-07-14 19:22:11,18,Thursday,Evening
5537,Airport,137.0,Trip Completed,2016-07-15 05:28:13,2016-07-15 05:55:18,5,Friday,Early Morning
6310,City,137.0,Trip Completed,2016-07-15 18:25:32,2016-07-15 19:01:48,18,Friday,Evening
6587,Airport,137.0,Trip Completed,2016-07-15 21:24:21,2016-07-15 22:03:39,21,Friday,Evening
6756,City,137.0,Trip Completed,2016-07-15 23:57:25,2016-07-16 00:51:09,23,Friday,Night
97,City,138.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:39:00,5,Monday,Early Morning
1266,Airport,138.0,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:55:00,22,Monday,Night
2118,Airport,138.0,Trip Completed,2016-07-12 16:41:00,2016-07-12 17:49:00,16,Tuesday,Day
2906,Airport,138.0,Trip Completed,2016-07-13 06:09:40,2016-07-13 07:16:02,6,Wednesday,Early Morning
3432,Airport,138.0,Trip Completed,2016-07-13 16:07:50,2016-07-13 17:02:17,16,Wednesday,Day
5921,City,138.0,Trip Completed,2016-07-15 10:04:07,2016-07-15 10:42:07,10,Friday,Day
6192,Airport,138.0,Trip Completed,2016-07-15 17:12:21,2016-07-15 18:20:41,17,Friday,Evening
6705,Airport,138.0,Trip Completed,2016-07-15 22:57:10,2016-07-16 00:09:36,22,Friday,Night
242,Airport,139.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:21:00,6,Monday,Early Morning
1359,City,139.0,Trip Completed,2016-07-11 23:51:00,2016-07-12 00:50:00,23,Monday,Night
1865,Airport,139.0,Trip Completed,2016-07-12 09:50:00,2016-07-12 10:58:00,9,Tuesday,Early Morning
2024,Airport,139.0,Trip Completed,2016-07-12 13:55:00,2016-07-12 14:32:00,13,Tuesday,Day
2768,Airport,139.0,Trip Completed,2016-07-13 04:17:53,2016-07-13 04:45:45,4,Wednesday,Late Night
3067,City,139.0,Trip Completed,2016-07-13 07:59:39,2016-07-13 09:01:06,7,Wednesday,Early Morning
3316,Airport,139.0,Trip Completed,2016-07-13 12:02:32,2016-07-13 13:02:04,12,Wednesday,Day
4084,Airport,139.0,Trip Completed,2016-07-14 02:44:19,2016-07-14 03:44:02,2,Thursday,Late Night
4858,City,139.0,Trip Completed,2016-07-14 17:33:22,2016-07-14 18:12:23,17,Thursday,Evening
5566,Airport,139.0,Trip Completed,2016-07-15 05:43:35,2016-07-15 06:59:52,5,Friday,Early Morning
6384,Airport,139.0,Trip Completed,2016-07-15 19:21:28,2016-07-15 20:26:09,19,Friday,Evening
2001,Airport,140.0,Trip Completed,2016-07-12 13:01:00,2016-07-12 14:00:00,13,Tuesday,Day
3483,City,140.0,Trip Completed,2016-07-13 17:23:24,2016-07-13 18:36:41,17,Wednesday,Evening
3990,Airport,140.0,Trip Completed,2016-07-13 23:20:17,2016-07-13 23:50:57,23,Wednesday,Night
4531,City,140.0,Trip Completed,2016-07-14 09:29:03,2016-07-14 10:30:52,9,Thursday,Early Morning
5518,City,140.0,Trip Completed,2016-07-15 05:15:31,2016-07-15 06:16:58,5,Friday,Early Morning
5869,City,140.0,Trip Completed,2016-07-15 09:22:44,2016-07-15 10:11:52,9,Friday,Early Morning
60,City,141.0,Trip Completed,2016-07-11 03:57:00,2016-07-11 04:46:00,3,Monday,Late Night
282,City,141.0,Trip Completed,2016-07-11 06:56:00,2016-07-11 08:11:00,6,Monday,Early Morning
1614,Airport,141.0,Trip Completed,2016-07-12 06:55:00,2016-07-12 07:30:00,6,Tuesday,Early Morning
2331,Airport,141.0,Trip Completed,2016-07-12 19:13:00,2016-07-12 20:28:00,19,Tuesday,Evening
2825,Airport,141.0,Trip Completed,2016-07-13 05:14:11,2016-07-13 05:51:59,5,Wednesday,Early Morning
3411,Airport,141.0,Trip Completed,2016-07-13 15:28:43,2016-07-13 16:36:40,15,Wednesday,Day
4143,Airport,141.0,Trip Completed,2016-07-14 04:51:04,2016-07-14 05:40:46,4,Thursday,Late Night
4637,City,141.0,Trip Completed,2016-07-14 11:29:06,2016-07-14 12:16:28,11,Thursday,Day
4729,Airport,141.0,Trip Completed,2016-07-14 14:04:28,2016-07-14 15:11:08,14,Thursday,Day
5318,Airport,141.0,Trip Completed,2016-07-14 22:08:44,2016-07-14 22:58:08,22,Thursday,Night
6619,City,141.0,Trip Completed,2016-07-15 21:52:30,2016-07-15 22:46:08,21,Friday,Evening
444,Airport,142.0,Trip Completed,2016-07-11 09:09:00,2016-07-11 09:52:00,9,Monday,Early Morning
1260,Airport,142.0,Trip Completed,2016-07-11 21:59:00,2016-07-11 23:10:00,21,Monday,Evening
1976,Airport,142.0,Trip Completed,2016-07-12 12:18:00,2016-07-12 13:30:00,12,Tuesday,Day
2096,Airport,142.0,Trip Completed,2016-07-12 16:01:00,2016-07-12 17:04:00,16,Tuesday,Day
2732,City,142.0,Trip Completed,2016-07-13 02:33:50,2016-07-13 03:38:59,2,Wednesday,Late Night
5383,City,142.0,Trip Completed,2016-07-14 00:03:46,2016-07-14 00:34:07,0,Thursday,Late Night
4156,City,142.0,Trip Completed,2016-07-14 05:07:48,2016-07-14 06:06:59,5,Thursday,Early Morning
4761,City,142.0,Trip Completed,2016-07-14 15:31:28,2016-07-14 15:52:43,15,Thursday,Day
6446,Airport,142.0,Trip Completed,2016-07-15 20:02:19,2016-07-15 20:53:07,20,Friday,Evening
6610,City,142.0,Trip Completed,2016-07-15 21:49:16,2016-07-15 23:01:42,21,Friday,Evening
638,City,143.0,Trip Completed,2016-07-11 12:30:00,2016-07-11 13:14:00,12,Monday,Day
1644,Airport,143.0,Trip Completed,2016-07-12 07:16:00,2016-07-12 07:58:00,7,Tuesday,Early Morning
2040,Airport,143.0,Trip Completed,2016-07-12 14:25:00,2016-07-12 14:57:00,14,Tuesday,Day
2794,City,143.0,Trip Completed,2016-07-13 04:55:18,2016-07-13 06:01:54,4,Wednesday,Late Night
3172,Airport,143.0,Trip Completed,2016-07-13 09:13:30,2016-07-13 10:24:06,9,Wednesday,Early Morning
6559,Airport,143.0,Trip Completed,2016-07-15 21:00:38,2016-07-15 21:58:22,21,Friday,Evening
243,City,144.0,Trip Completed,2016-07-11 06:34:00,2016-07-11 07:09:00,6,Monday,Early Morning
296,Airport,144.0,Trip Completed,2016-07-11 07:12:00,2016-07-11 07:54:00,7,Monday,Early Morning
677,City,144.0,Trip Completed,2016-07-11 13:26:00,2016-07-11 13:58:00,13,Monday,Day
1360,City,144.0,Trip Completed,2016-07-11 23:54:00,2016-07-12 01:09:00,23,Monday,Night
1916,Airport,144.0,Trip Completed,2016-07-12 10:43:00,2016-07-12 11:11:00,10,Tuesday,Day
2397,City,144.0,Trip Completed,2016-07-12 19:45:00,2016-07-12 20:19:00,19,Tuesday,Evening
3624,Airport,144.0,Trip Completed,2016-07-13 18:52:47,2016-07-13 19:54:38,18,Wednesday,Evening
4799,City,144.0,Trip Completed,2016-07-14 16:56:18,2016-07-14 17:48:47,16,Thursday,Day
5241,City,144.0,Trip Completed,2016-07-14 21:13:16,2016-07-14 21:42:26,21,Thursday,Evening
6380,Airport,144.0,Trip Completed,2016-07-15 19:19:21,2016-07-15 20:25:19,19,Friday,Evening
998,Airport,145.0,Trip Completed,2016-07-11 19:01:00,2016-07-11 19:48:00,19,Monday,Evening
1281,Airport,145.0,Trip Completed,2016-07-11 22:12:00,2016-07-11 22:51:00,22,Monday,Night
2045,Airport,145.0,Trip Completed,2016-07-12 14:43:00,2016-07-12 15:06:00,14,Tuesday,Day
2424,City,145.0,Trip Completed,2016-07-12 20:03:00,2016-07-12 21:04:00,20,Tuesday,Evening
3162,Airport,145.0,Trip Completed,2016-07-13 09:11:48,2016-07-13 09:38:07,9,Wednesday,Early Morning
3222,City,145.0,Trip Completed,2016-07-13 09:51:05,2016-07-13 10:54:06,9,Wednesday,Early Morning
4098,City,145.0,Trip Completed,2016-07-14 03:11:51,2016-07-14 03:59:55,3,Thursday,Late Night
4905,Airport,145.0,Trip Completed,2016-07-14 18:00:53,2016-07-14 18:41:20,18,Thursday,Evening
5622,Airport,145.0,Trip Completed,2016-07-15 06:27:02,2016-07-15 07:38:28,6,Friday,Early Morning
318,City,146.0,Trip Completed,2016-07-11 07:28:00,2016-07-11 08:43:00,7,Monday,Early Morning
557,City,146.0,Trip Completed,2016-07-11 10:15:00,2016-07-11 11:10:00,10,Monday,Day
2034,Airport,146.0,Trip Completed,2016-07-12 14:16:00,2016-07-12 15:20:00,14,Tuesday,Day
2392,City,146.0,Trip Completed,2016-07-12 19:50:00,2016-07-12 21:04:00,19,Tuesday,Evening
4542,Airport,146.0,Trip Completed,2016-07-14 09:40:19,2016-07-14 10:08:27,9,Thursday,Early Morning
5500,City,146.0,Trip Completed,2016-07-15 05:00:18,2016-07-15 06:04:42,5,Friday,Early Morning
6382,Airport,146.0,Trip Completed,2016-07-15 19:15:16,2016-07-15 20:28:29,19,Friday,Evening
6575,City,146.0,Trip Completed,2016-07-15 21:18:53,2016-07-15 21:58:24,21,Friday,Evening
1827,Airport,147.0,Trip Completed,2016-07-12 09:35:00,2016-07-12 10:24:00,9,Tuesday,Early Morning
2095,City,147.0,Trip Completed,2016-07-12 15:56:00,2016-07-12 16:43:00,15,Tuesday,Day
3092,Airport,147.0,Trip Completed,2016-07-13 08:15:35,2016-07-13 08:50:48,8,Wednesday,Early Morning
4813,City,147.0,Trip Completed,2016-07-14 17:17:11,2016-07-14 18:18:41,17,Thursday,Evening
5164,City,147.0,Trip Completed,2016-07-14 20:25:24,2016-07-14 20:54:03,20,Thursday,Evening
6702,City,147.0,Trip Completed,2016-07-15 22:47:49,2016-07-15 23:27:26,22,Friday,Night
429,City,148.0,Trip Completed,2016-07-11 08:54:00,2016-07-11 09:47:00,8,Monday,Early Morning
2681,Airport,148.0,Trip Completed,2016-07-12 00:10:00,2016-07-12 01:06:00,0,Tuesday,Late Night
3160,City,148.0,Trip Completed,2016-07-13 09:11:21,2016-07-13 09:35:55,9,Wednesday,Early Morning
3400,City,148.0,Trip Completed,2016-07-13 15:04:14,2016-07-13 16:09:31,15,Wednesday,Day
3889,Airport,148.0,Trip Completed,2016-07-13 21:53:41,2016-07-13 22:32:43,21,Wednesday,Evening
4151,City,148.0,Trip Completed,2016-07-14 04:58:39,2016-07-14 06:08:38,4,Thursday,Late Night
4738,Airport,148.0,Trip Completed,2016-07-14 14:44:09,2016-07-14 15:58:17,14,Thursday,Day
4963,Airport,148.0,Trip Completed,2016-07-14 18:35:15,2016-07-14 19:50:38,18,Thursday,Evening
311,Airport,149.0,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:08:00,7,Monday,Early Morning
928,City,149.0,Trip Completed,2016-07-11 18:29:00,2016-07-11 19:15:00,18,Monday,Evening
1468,City,149.0,Trip Completed,2016-07-12 05:09:00,2016-07-12 06:06:00,5,Tuesday,Early Morning
2677,City,149.0,Trip Completed,2016-07-12 23:54:00,2016-07-13 00:31:24,23,Tuesday,Night
2916,City,149.0,Trip Completed,2016-07-13 06:12:41,2016-07-13 07:23:57,6,Wednesday,Early Morning
4663,City,149.0,Trip Completed,2016-07-14 12:16:57,2016-07-14 12:59:56,12,Thursday,Day
6741,City,149.0,Trip Completed,2016-07-15 23:42:11,2016-07-16 00:09:09,23,Friday,Night
48,City,150.0,Trip Completed,2016-07-11 03:14:00,2016-07-11 04:19:00,3,Monday,Late Night
838,City,150.0,Trip Completed,2016-07-11 17:43:00,2016-07-11 18:41:00,17,Monday,Evening
1657,Airport,150.0,Trip Completed,2016-07-12 07:29:00,2016-07-12 08:12:00,7,Tuesday,Early Morning
2032,Airport,150.0,Trip Completed,2016-07-12 14:14:00,2016-07-12 15:20:00,14,Tuesday,Day
3507,City,150.0,Trip Completed,2016-07-13 17:38:09,2016-07-13 18:21:38,17,Wednesday,Evening
3780,City,150.0,Trip Completed,2016-07-13 20:45:38,2016-07-13 21:27:07,20,Wednesday,Evening
6180,City,150.0,Trip Completed,2016-07-15 17:02:22,2016-07-15 17:48:25,17,Friday,Evening
6615,City,150.0,Trip Completed,2016-07-15 21:46:01,2016-07-15 22:22:19,21,Friday,Evening
797,City,151.0,Trip Completed,2016-07-11 17:16:00,2016-07-11 18:12:00,17,Monday,Evening
1564,City,151.0,Trip Completed,2016-07-12 06:18:00,2016-07-12 07:14:00,6,Tuesday,Early Morning
2075,City,151.0,Trip Completed,2016-07-12 15:31:00,2016-07-12 16:47:00,15,Tuesday,Day
2822,City,151.0,Trip Completed,2016-07-13 05:14:57,2016-07-13 05:50:39,5,Wednesday,Early Morning
3387,City,151.0,Trip Completed,2016-07-13 14:36:48,2016-07-13 15:22:23,14,Wednesday,Day
4315,City,151.0,Trip Completed,2016-07-14 06:46:52,2016-07-14 07:33:32,6,Thursday,Early Morning
5549,Airport,151.0,Trip Completed,2016-07-15 05:29:41,2016-07-15 06:15:39,5,Friday,Early Morning
6284,City,151.0,Trip Completed,2016-07-15 18:18:32,2016-07-15 19:10:07,18,Friday,Evening
6403,Airport,151.0,Trip Completed,2016-07-15 19:25:57,2016-07-15 20:15:49,19,Friday,Evening
6684,Airport,151.0,Trip Completed,2016-07-15 22:34:04,2016-07-15 23:27:31,22,Friday,Night
451,City,152.0,Trip Completed,2016-07-11 09:10:00,2016-07-11 10:10:00,9,Monday,Early Morning
588,City,152.0,Trip Completed,2016-07-11 11:20:00,2016-07-11 11:53:00,11,Monday,Day
671,Airport,152.0,Trip Completed,2016-07-11 13:16:00,2016-07-11 14:08:00,13,Monday,Day
1369,Airport,152.0,Trip Completed,2016-07-12 00:15:00,2016-07-12 00:53:00,0,Tuesday,Late Night
1688,City,152.0,Trip Completed,2016-07-12 07:51:00,2016-07-12 08:21:00,7,Tuesday,Early Morning
2861,City,152.0,Trip Completed,2016-07-13 05:38:59,2016-07-13 06:49:02,5,Wednesday,Early Morning
3354,City,152.0,Trip Completed,2016-07-13 13:25:02,2016-07-13 14:39:48,13,Wednesday,Day
5141,Airport,152.0,Trip Completed,2016-07-14 20:15:33,2016-07-14 21:00:35,20,Thursday,Evening
5460,Airport,152.0,Trip Completed,2016-07-15 04:06:50,2016-07-15 04:52:36,4,Friday,Late Night
5904,City,152.0,Trip Completed,2016-07-15 10:00:46,2016-07-15 10:34:28,10,Friday,Day
5973,Airport,152.0,Trip Completed,2016-07-15 11:10:28,2016-07-15 12:12:23,11,Friday,Day
704,Airport,153.0,Trip Completed,2016-07-11 14:12:00,2016-07-11 15:06:00,14,Monday,Day
785,City,153.0,Trip Completed,2016-07-11 16:49:00,2016-07-11 17:24:00,16,Monday,Day
2631,Airport,153.0,Trip Completed,2016-07-12 22:18:00,2016-07-12 23:07:00,22,Tuesday,Night
2911,Airport,153.0,Trip Completed,2016-07-13 06:09:39,2016-07-13 06:59:42,6,Wednesday,Early Morning
3360,Airport,153.0,Trip Completed,2016-07-13 13:37:08,2016-07-13 14:20:54,13,Wednesday,Day
3667,Airport,153.0,Trip Completed,2016-07-13 19:23:18,2016-07-13 20:11:22,19,Wednesday,Evening
4624,Airport,153.0,Trip Completed,2016-07-14 11:05:37,2016-07-14 11:53:49,11,Thursday,Day
604,City,154.0,Trip Completed,2016-07-11 11:44:00,2016-07-11 12:49:00,11,Monday,Day
1464,Airport,154.0,Trip Completed,2016-07-12 05:03:00,2016-07-12 06:03:00,5,Tuesday,Early Morning
1810,City,154.0,Trip Completed,2016-07-12 09:18:00,2016-07-12 09:54:00,9,Tuesday,Early Morning
2009,City,154.0,Trip Completed,2016-07-12 13:25:00,2016-07-12 14:33:00,13,Tuesday,Day
2166,City,154.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:35:00,17,Tuesday,Evening
5379,City,154.0,Trip Completed,2016-07-14 23:51:31,2016-07-15 01:04:40,23,Thursday,Night
1367,City,155.0,Trip Completed,2016-07-11 00:05:00,2016-07-11 01:06:00,0,Monday,Late Night
447,City,155.0,Trip Completed,2016-07-11 09:07:00,2016-07-11 09:57:00,9,Monday,Early Morning
1682,City,155.0,Trip Completed,2016-07-12 07:47:00,2016-07-12 08:38:00,7,Tuesday,Early Morning
2043,Airport,155.0,Trip Completed,2016-07-12 14:30:00,2016-07-12 15:21:00,14,Tuesday,Day
2796,Airport,155.0,Trip Completed,2016-07-13 04:49:07,2016-07-13 05:29:40,4,Wednesday,Late Night
3945,City,155.0,Trip Completed,2016-07-13 22:33:31,2016-07-13 23:16:43,22,Wednesday,Night
4196,City,155.0,Trip Completed,2016-07-14 05:29:40,2016-07-14 06:36:39,5,Thursday,Early Morning
5174,City,155.0,Trip Completed,2016-07-14 20:29:43,2016-07-14 21:24:38,20,Thursday,Evening
5480,City,155.0,Trip Completed,2016-07-15 04:51:02,2016-07-15 06:03:45,4,Friday,Late Night
5883,Airport,155.0,Trip Completed,2016-07-15 09:39:54,2016-07-15 10:48:56,9,Friday,Early Morning
6013,Airport,155.0,Trip Completed,2016-07-15 12:26:51,2016-07-15 13:03:34,12,Friday,Day
438,City,156.0,Trip Completed,2016-07-11 09:05:00,2016-07-11 10:14:00,9,Monday,Early Morning
636,City,156.0,Trip Completed,2016-07-11 12:25:00,2016-07-11 13:09:00,12,Monday,Day
1938,Airport,156.0,Trip Completed,2016-07-12 11:21:00,2016-07-12 12:03:00,11,Tuesday,Day
2129,Airport,156.0,Trip Completed,2016-07-12 17:06:00,2016-07-12 18:18:00,17,Tuesday,Evening
3337,Airport,156.0,Trip Completed,2016-07-13 12:42:45,2016-07-13 13:50:52,12,Wednesday,Day
3472,City,156.0,Trip Completed,2016-07-13 17:16:47,2016-07-13 18:06:23,17,Wednesday,Evening
3991,City,156.0,Trip Completed,2016-07-13 23:24:37,2016-07-14 00:06:50,23,Wednesday,Night
4221,Airport,156.0,Trip Completed,2016-07-14 05:46:40,2016-07-14 06:35:16,5,Thursday,Early Morning
5719,Airport,156.0,Trip Completed,2016-07-15 07:45:50,2016-07-15 08:21:28,7,Friday,Early Morning
143,Airport,157.0,Trip Completed,2016-07-11 05:24:00,2016-07-11 06:01:00,5,Monday,Early Morning
784,City,157.0,Trip Completed,2016-07-11 16:50:00,2016-07-11 17:23:00,16,Monday,Day
1020,Airport,157.0,Trip Completed,2016-07-11 19:17:00,2016-07-11 20:08:00,19,Monday,Evening
2934,City,157.0,Trip Completed,2016-07-13 06:28:12,2016-07-13 07:10:08,6,Wednesday,Early Morning
4073,City,157.0,Trip Completed,2016-07-14 02:10:36,2016-07-14 02:54:21,2,Thursday,Late Night
4751,City,157.0,Trip Completed,2016-07-14 15:18:31,2016-07-14 16:12:44,15,Thursday,Day
5275,City,157.0,Trip Completed,2016-07-14 21:38:10,2016-07-14 22:21:52,21,Thursday,Evening
1262,Airport,158.0,Trip Completed,2016-07-11 22:00:00,2016-07-11 23:04:00,22,Monday,Night
1600,City,158.0,Trip Completed,2016-07-12 06:39:00,2016-07-12 07:13:00,6,Tuesday,Early Morning
2016,City,158.0,Trip Completed,2016-07-12 13:34:00,2016-07-12 14:36:00,13,Tuesday,Day
2370,Airport,158.0,Trip Completed,2016-07-12 19:37:00,2016-07-12 20:11:00,19,Tuesday,Evening
3192,Airport,158.0,Trip Completed,2016-07-13 09:32:25,2016-07-13 10:42:22,9,Wednesday,Early Morning
3367,Airport,158.0,Trip Completed,2016-07-13 13:51:00,2016-07-13 14:29:30,13,Wednesday,Day
3952,City,158.0,Trip Completed,2016-07-13 22:45:09,2016-07-13 23:41:02,22,Wednesday,Night
